計上日,メニュー名,中分類名,組価,供給実績数,最終供給時間
2022-08-31,鶏肉と野菜のオイスター炒め,＊主菜,264,77,18:58
2022-08-31,春巻き,＊副菜,110,59,17:57
2022-08-31,南瓜コロッケ,＊副菜,110,47,18:54
2022-08-31,ほうれん草ひじき和え,＊副菜,88,58,18:59
2022-08-31,南瓜サラダ,＊副菜,66,58,18:14
2022-08-31,マカロニサラダ,＊副菜,66,15,19:03
2022-08-31,ほうれん草胡麻和え,＊副菜,66,101,19:03
2022-08-31,巣ごもり玉子,＊副菜,88,92,19:03
2022-08-31,ティラミス,＊ドリンク・デザート,220,15,17:21
2022-08-31,だし巻き,＊副菜,66,60,18:51
2022-08-31,味噌汁,＊汁・スープ,33,127,19:03
2022-08-31,ミニサラダ,＊副菜,44,79,18:59
2022-08-31,夏のさっぱり豚汁,＊汁・スープ,110,100,18:37
2022-08-31,さっぱり揚げ出し茄子,＊副菜,88,153,18:19
2022-08-31,ライスＬＬ,＊ライス単品,198,5,19:03
2022-08-31,ライスＬ,＊ライス単品,136,28,19:02
2022-08-31,ライスＭ,＊ライス単品,115,141,19:03
2022-08-31,ライスＳ,＊ライス単品,94,214,19:02
2022-08-31,ライスＳＳ,＊ライス単品,73,114,19:03
2022-08-31,フルーツヨーグルト,＊ドリンク・デザート,110,44,19:03
2022-08-31,焼きプリンタルト,＊ドリンク・デザート,66,24,18:58
2022-08-31,牛乳,＊ドリンク・デザート,85,6,18:52
2022-08-31,大学芋,＊ドリンク・デザート,88,23,18:57
2022-08-31,冷奴,＊副菜,44,48,17:21
2022-08-31,温泉玉子,＊副菜,44,29,17:55
